sim_id,true_eta,tada_eta,addm_eta,true_kappa,tada_kappa,addm_kappa,true_a,tada_a,addm_a,true_x0,tada_x0,addm_x0
178,0.6124035793269956,0.631,0.659,0.4493566285838018,0.489,0.485,0.7626361008581354,0.773,0.776,-0.09037557436509602,-0.09275999999999995,-0.09467199999999998
179,0.136020638623241,0.131,0.115,0.130660649308553,0.148,0.154,2.3650298045844043,2.317,2.353,-0.8294802577199458,-0.7831459999999999,-0.7953140000000001
180,0.9298472938367202,0.783,0.68,0.03331626373710308,0.045,0.044,1.3721393632161774,1.383,1.382,-0.06839815447983599,-0.06915000000000004,-0.06910000000000016
181,0.4894393801618706,0.47,0.495,0.5209731928204552,0.495,0.491,2.1325489878677772,2.027,2.075,-0.9885549494119665,-0.8391780000000002,-0.8881000000000001
182,0.8347884981411985,0.924,0.865,0.12317263752646408,0.143,0.146,2.98139489870229,2.947,2.946,-1.3986318683487315,-1.2731040000000002,-1.2785640000000003
183,0.9106627488039291,0.932,0.898,0.9990875996971181,1.033,1.063,1.0695219015952848,1.095,1.103,-0.8369706812492296,-0.8541,-0.862546
184,0.295572996250979,0.276,0.295,0.6604429173253781,0.69,0.701,3.082812010397586,3.021,3.178,0.7557176621409152,0.78546,0.8262799999999997
185,0.2649842815009426,0.165,0.205,0.3252693205331351,0.333,0.328,1.7553474466755656,1.681,1.721,-1.065021869853662,-0.9749800000000001,-1.0188320000000002
186,0.11033135442007476,-0.051,0.02,0.7665426368010572,0.778,0.734,1.0309021401255507,1.028,1.054,-0.44713989038264346,-0.4255920000000001,-0.46375999999999995
187,0.48240830792199574,0.451,0.474,0.4135445221637426,0.403,0.4,1.3133683022938722,1.291,1.313,0.4107006190271687,0.3718079999999999,0.40177799999999997
188,0.5371719437209924,0.531,0.55,0.32148738519071884,0.346,0.341,3.4088562782427285,3.438,3.467,-2.5633473484974303,-2.5785,-2.607184
189,0.7783618864709902,0.788,0.787,0.5403137249995369,0.548,0.552,2.138655493181613,2.172,2.193,0.13693535132025136,0.13466400000000034,0.14035200000000003
190,0.6856186455225497,0.643,0.66,0.343753728455467,0.334,0.333,1.1339501503437985,1.131,1.137,-0.14483568686321857,-0.17869800000000002,-0.18419400000000008
191,0.09320369291044509,0.072,0.074,0.37703913405934697,0.371,0.385,2.6843624215069677,2.687,2.818,-0.8063331364362067,-0.8813359999999999,-0.9243039999999998
192,0.3744632614641622,0.37,0.383,0.4340737381870133,0.42,0.423,2.2937834921726847,2.246,2.305,0.36285571649711423,0.3234239999999997,0.3549699999999998
193,0.9446971389560762,0.887,0.918,0.15808489087230707,0.176,0.173,1.9894522862080772,2.007,2.006,-1.1266778969136033,-1.111878,-1.1113239999999998
194,0.6121297424462933,0.678,0.676,0.16624757266004025,0.182,0.182,1.9950141758703768,1.997,2.0,0.6286324210169019,0.6470280000000004,0.6520000000000001
195,0.8571192507828104,0.817,0.902,0.44499670279228837,0.502,0.481,0.9598300362845293,0.994,0.992,0.020624728568420014,0.0019879999999999898,0.0
196,0.7394511191510849,0.747,0.728,0.43849497054811415,0.418,0.435,4.476832826247284,4.314,4.393,3.8503186697199663,3.6927839999999996,3.7779800000000003
197,0.38639820452335116,0.355,0.371,0.10776330932667491,0.132,0.131,1.7343528087117561,1.717,1.721,0.8075271103160793,0.7966880000000001,0.8019859999999999
198,0.4839268233265877,0.432,0.478,1.1454648051576817,1.198,1.181,1.3801728647588218,1.402,1.444,-0.407935409619851,-0.389756,-0.412984
199,0.13052284409860207,0.128,0.111,0.34939686438168427,0.306,0.333,2.9924371651276602,2.787,2.93,0.6490771459612281,0.496086,0.5566999999999998
200,0.7593511031905444,0.775,0.784,0.8713932104422025,0.812,0.817,1.8278996349076335,1.754,1.77,0.68860916715267,0.7156319999999998,0.7221599999999997
201,0.5233837925238463,0.496,0.547,0.6341652286082824,0.658,0.635,1.6150567223070984,1.6,1.625,-0.27305431257740764,-0.2048000000000001,-0.23075
202,0.5444704440526209,0.529,0.536,1.2239517605874555,1.231,1.226,0.652167638197497,0.668,0.67,-0.026796368943584392,-0.03607199999999999,-0.033500000000000085
203,0.7908685105886161,0.892,0.802,0.17197580382008865,0.151,0.157,1.3755816850169131,1.35,1.35,-0.32671696090324986,-0.37260000000000004,-0.37260000000000004
204,0.07177411338770373,0.017,0.06,0.8341405481812322,0.884,0.888,2.465049909388329,2.398,2.563,-0.37335698099925363,-0.27337200000000017,-0.343442
205,0.49480495205591,0.525,0.503,0.13993485412975779,0.138,0.144,4.888055705801244,4.833,4.884,1.170409275519754,1.2372480000000001,1.2698400000000003
206,0.6974464154939893,0.446,0.541,0.1864314525776461,0.143,0.135,1.10143572154789,1.135,1.139,-0.5172827413454614,-0.5130199999999999,-0.519384
207,0.3929320369750139,0.352,0.332,0.014698966506663793,0.049,0.048,1.2681707887532088,1.273,1.271,-0.5496937374775251,-0.5575739999999999,-0.5566979999999999
208,0.5545329808339591,0.533,0.544,1.659818699112014,1.592,1.626,1.0855597888930608,1.027,1.058,-0.2715078319315235,-0.24853399999999992,-0.26873199999999997
209,0.6095655751861235,0.664,0.607,0.1034406375446143,0.109,0.113,1.803815255796275,1.768,1.769,0.8548773300396562,0.806208,0.8066639999999998
210,0.44715719098416357,0.411,0.443,0.33741075154172984,0.338,0.331,0.8677449262875891,0.864,0.87,0.4204032243271423,0.41990399999999994,0.4263
211,0.3932001294208311,0.319,0.369,0.6130168735593091,0.624,0.618,0.9839825371099469,0.972,1.005,-0.5907729284736742,-0.532656,-0.57084
212,0.5323050787663931,0.497,0.533,0.5571373950914973,0.564,0.553,1.5396787407193893,1.541,1.562,-0.5865517586193435,-0.613318,-0.6372960000000001
213,0.43073346544868407,0.374,0.411,0.4468929199842009,0.458,0.45,1.731608542398918,1.751,1.789,-0.9722382198928822,-0.9490419999999999,-0.987528
214,0.5927960743857019,0.582,0.594,1.6806219104558555,1.726,1.751,1.2266983620207474,1.27,1.302,0.26053745001640816,0.26415999999999995,0.27602400000000005
215,0.45381479111223716,0.473,0.463,0.3088201099641869,0.295,0.305,2.717857918415946,2.736,2.78,1.188034510493476,1.1983679999999999,1.2398799999999999
216,0.40540074967448936,0.235,0.251,0.08162776920525926,0.081,0.079,1.833077324207771,1.808,1.811,-0.4852523254654735,-0.455616,-0.44912799999999997
217,0.15598846394097016,0.191,0.172,0.2948089102618803,0.278,0.307,4.134601859540057,4.031,4.22,0.44651705498384153,0.32248000000000054,0.3544800000000006
218,0.710465308217227,0.602,0.766,0.16367010219288403,0.152,0.139,1.227225645635015,1.208,1.208,-0.5247615758389221,-0.5049440000000001,-0.5049440000000001
219,0.34925149137647876,0.317,0.341,1.5260950170408247,1.55,1.565,2.590931590267512,2.526,2.617,0.7782630137532505,0.7325400000000002,0.7798660000000002
220,0.6393247450527876,0.682,0.716,0.3728742993416184,0.398,0.389,1.295183392741696,1.354,1.357,-0.22693931776677023,-0.2518440000000002,-0.252402
221,0.5955791589765312,0.34,0.462,0.08843486960847893,0.11,0.102,1.0733402178801983,1.085,1.088,-0.20679459306017245,-0.19747000000000003,-0.2023680000000001
222,0.5787573463144833,0.552,0.585,0.6055368087684103,0.641,0.633,1.0063927281048115,1.004,1.018,0.33852203935559455,0.3554160000000002,0.37258800000000014
223,0.5590006269368512,0.644,0.64,0.07410276034462081,0.072,0.072,3.1954279743703657,3.13,3.135,1.261235738248415,1.08298,1.0847100000000003
224,0.41022819311011566,0.418,0.431,0.6584448606718863,0.644,0.669,1.7460312254348498,1.677,1.753,1.0292599012052905,0.9860760000000002,1.0693300000000001
225,0.4434911754528932,0.44,0.446,1.90968546281553,1.901,1.915,4.846068279920406,4.789,4.852,-0.5862612144892472,-0.5842580000000002,-0.5919439999999998
226,0.6227573525470731,0.589,0.621,0.7900483305230681,0.734,0.735,1.7626439715461077,1.608,1.648,1.131143476618667,0.9969600000000001,1.0415359999999996
227,0.27796610595234983,0.111,0.225,0.1223665937123254,0.096,0.083,1.4185199938536466,1.376,1.377,0.7062722387317739,0.6714880000000001,0.6719760000000001
228,0.5541088990602824,0.535,0.544,1.4865762452773015,1.387,1.428,1.3598666689156516,1.259,1.308,0.4397203803685681,0.360074,0.39501600000000003
229,0.6745751210763828,0.714,0.707,1.4111159511234654,1.368,1.422,0.9384368567021959,0.88,0.909,-0.661974111279235,-0.59312,-0.621756
230,0.6167968946847795,0.55,0.626,0.24316833765927523,0.29,0.272,1.4058051986952649,1.419,1.421,-0.013711273291803439,-0.031217999999999968,-0.028420000000000112
231,0.2529046364865332,0.255,0.319,0.5669998016605301,0.63,0.594,1.1638186017959078,1.122,1.143,0.14573137435811057,0.10995600000000016,0.11658600000000008
232,0.42971281348230783,0.272,0.336,0.6429778625112841,0.587,0.558,1.0660186222049797,1.007,1.026,0.443983697314398,0.3766180000000001,0.4042439999999998
233,0.5724595577361261,0.487,0.53,0.8212702832277768,0.83,0.817,1.233434181304927,1.252,1.278,-0.8094494792225546,-0.828824,-0.858816
234,0.7660118551067375,0.76,0.779,0.47062848772476956,0.469,0.464,2.1934569894739715,2.105,2.112,-0.5358327448801308,-0.5304599999999999,-0.532224
235,0.6051670288968376,0.568,0.569,0.11277744803672371,0.115,0.117,2.027308087592137,2.071,2.079,0.011141977290896499,-0.04142000000000001,-0.04158000000000017
236,0.2878845277597571,0.173,0.224,0.5210565151182533,0.536,0.521,1.878322622424133,1.827,1.904,0.4931271786520006,0.4129019999999999,0.4531519999999998
237,0.6627646347414337,0.637,0.657,0.1725982448313637,0.166,0.164,1.9763965846991125,1.976,1.98,0.6694805589001462,0.6599840000000001,0.6613200000000004
238,0.21854622124830453,0.228,0.255,0.21941205184407703,0.239,0.229,1.8349673020035666,1.834,1.848,0.7403273300137891,0.711592,0.7170239999999997
239,0.523497435020443,0.464,0.498,1.0065012279230436,1.054,1.035,1.1636510716827408,1.157,1.18,0.06894056879994492,0.018512000000000084,0.023600000000000065
240,0.9488818849653589,0.969,0.926,0.24840810249187348,0.223,0.227,1.7277506848712059,1.722,1.721,-0.7615303479784633,-0.7852319999999999,-0.7847759999999999
241,0.3490953240811481,0.326,0.38,0.5039132881978162,0.553,0.533,1.3210126046426116,1.289,1.321,-0.5089432294829134,-0.46919599999999995,-0.509906
242,0.12899342986174386,0.188,0.294,0.12581447536027907,0.15,0.133,1.4251124174361498,1.418,1.418,0.11624681270395198,0.11060400000000015,0.11060400000000015
243,0.7333407059681651,1.014,0.911,0.12064913515371879,0.128,0.131,1.176731406434329,1.185,1.184,0.5818720460153974,0.59724,0.594368
244,0.4574554106153598,0.573,0.536,0.10340893277818435,0.111,0.114,3.077937804058613,3.031,3.042,0.1337415631926815,-0.012124000000000024,-0.006083999999999978
245,0.5753961698379093,0.537,0.552,0.36973343996278324,0.388,0.387,2.2118561136103274,2.164,2.196,-0.5533588833225627,-0.47175199999999995,-0.48751199999999995
246,0.6482188268996018,0.626,0.635,0.43195792775649694,0.423,0.424,2.546211558892094,2.528,2.557,0.6181991106711164,0.6067200000000001,0.61368
247,0.6104453835915812,0.594,0.614,0.9799767628832429,0.98,0.983,1.4578888599564872,1.475,1.507,1.0803504018598733,1.0856,1.121208
248,0.7397145076073718,0.701,0.722,0.5627900614857798,0.569,0.562,2.4210787028571046,2.4,2.408,-0.7842987021252679,-0.7392000000000001,-0.732032
249,0.6855068024531472,0.737,0.708,0.22368706691584553,0.246,0.249,1.5210540020982932,1.546,1.549,0.6566066233615955,0.658596,0.6629719999999999
250,0.19979493135617574,0.217,0.202,0.3507183444929809,0.309,0.336,3.5167532801362906,3.342,3.486,-0.49103463435270855,-0.45451200000000025,-0.45318000000000014
